Id,Prediction
354,3749246.38117706
355,4792374.287622059
356,5782266.568229293
357,4552383.948023419
358,4289475.77948721
359,6365235.7133213915
360,3774294.368233
361,4297276.919001796
362,3465284.547229871
363,4898980.641044409
364,5557932.946678513
365,5127115.510555394
366,3652116.7061549933
367,3352644.239265933
368,3615276.984379962
369,4773552.6250028685
370,4429575.553870319
371,4473509.4548741495
372,5903894.237897739
373,5760221.329560307
374,5216888.741829612
375,4471184.566215549
376,4651411.935117756
377,4470916.3825574005
378,5468943.73232942
379,4601484.276177744
380,4509690.69271759
381,3766882.7417632462
382,4651125.352927094
383,5768009.055415428
384,3609611.4962387118
385,7203912.065489912
386,4375947.602228491
387,5614628.579166498
388,3343854.023140712
389,5414294.599559184
390,5110490.735553364
391,3260919.190294989
392,3161428.553477446
393,6070804.876084536
394,5354272.834585509
395,4019438.4088302464
396,5917335.43140668
397,5493704.798608635
398,6336525.981063595
399,5750326.831971932
400,5398289.831630567
401,4447101.4901424525
402,3660093.3723734682
403,5703738.721016948
404,3955219.020606869
405,3739318.3921012986
406,5095939.815756652
407,4042338.7725094184
408,2401283.232779034
409,4392871.894479402
410,3851811.988019231
411,3192607.02130438
412,5203996.314127511
413,4944260.617868305
414,5134807.206647913
415,5893089.611069067
416,6024547.886925586
417,2220289.724585619
418,5731787.612640599
419,4629739.36310966
420,4734589.993557812
421,4270665.102234997
422,5571597.206632694
423,4201174.926748263
424,4184717.595724606
425,4148017.0094821737
426,4073199.9967598277
427,3248468.444849211
428,3963281.3540568715
429,3950088.374087916
430,4621450.903104886
431,5041468.960764718
432,3412683.135890839
433,6689783.9065482365
434,2656486.3780369596
435,4236045.725998338
436,4228487.946411086
437,3238183.7044399446
438,4581997.677385639
439,5981766.649695254
440,3978635.4688930544
441,3862323.3018879034
442,5179114.149112327
443,5945161.592431548
444,3479965.1562994528
445,5094941.535077668
446,6423926.344978584
447,3532685.0248905737
448,4441563.154785588
449,6140780.02756349
450,5526671.071148049
451,5514265.9360809615
452,3803964.6634436017
453,4415269.596079445
454,5640444.1991052125
455,5242252.8787328
456,3783509.3498347383
457,4834592.633460596
458,3997213.1243562666
459,3278088.3188279346
460,5471753.875297807
461,4218094.691418102
462,6107556.230355953
463,3585804.127858552
464,4705520.016866912
465,4562589.853054835
466,4859300.084765161
467,3710428.6963840798
468,3676020.49031059
469,4917378.759790756
470,5993056.738233359
471,5200229.1286884
472,4865790.959266868
473,5402597.568694272
474,6095865.286914518
475,3888678.4912174414
476,4099236.716364771
477,3951948.201251856
478,4764949.321247156
479,5550824.298511386
480,5131326.237702432
481,6494471.432986323
482,2760947.8319067154
483,4451459.701175377
484,4963439.020309293
485,5508882.261362632
486,3601460.844391753
487,4253654.22472441
488,3510350.9485765537
489,4009374.9937917143
490,5211475.741094794
491,3973766.9381266455
492,4385333.841274385
493,5210625.835892378
494,6192472.272972765
495,4054316.07652149
496,4589678.855239977
497,5182251.519562192
498,4427057.401891398
499,5190205.524860226
500,3899323.3940757276
501,3741606.628945918
502,3897067.7297904217
503,6551698.186792982
504,4795151.808293127
505,3124772.5105593423
506,5678130.544540621
507,3639579.1588388863
508,3277550.528600361
509,4726696.373254576
510,3982030.7230388005
511,5733024.832454157
512,3044409.411058209
513,6353697.592161179
514,5039450.431656528
515,2277740.7109999526
516,3622276.23238521
517,4798808.32030205
518,4789633.202083676
519,3807991.3070469094
520,4638091.741062905
521,6673564.306865921
522,5374108.965045168
523,4851287.099217402
524,4529978.672447442
525,5039119.879865962
526,4025606.78480205
527,3873133.660559349
528,6061735.5205876855
529,4516450.0263364725
530,4650235.8433047375
531,5216886.3930862835
532,5242054.71761407
533,4367024.950969243
534,5468557.246749247
535,5495487.4445030345
536,3109584.7620616755
537,4218654.163975946
538,4804171.82025601
539,5820863.940335463
540,5384619.766691867
541,3473652.043982415
542,3193396.286686266
543,4279508.453705911
544,3438633.984692676
545,4741307.298021095
546,2807664.576995821
547,4657487.524301729
548,3729684.834373681
549,5512214.370246341
550,3841400.0131488177
551,3652716.226958546
552,5709872.373255026
553,5709089.172113581
554,4430444.065749264
555,4872563.53333572
556,3359112.004198549
557,4837268.109989468
558,5230054.243348672
559,4327279.021905097
560,4954158.504527829
561,6239159.377415503
562,3173823.586609138
563,4399817.358176254
564,4465996.947680526
565,5227028.388953398
566,4166444.1336465674
567,5711758.94121419
568,3904453.8634388996
569,3956878.595017442
570,4579267.83162269
571,4945205.421262131
572,5244738.105405388
573,3591546.122908002
574,5257846.592107533
575,3303621.988998146
576,7127016.71367783
577,4461408.858483759
578,2630783.3475449784
579,2885335.8195612
580,4550078.437671732
581,5244475.6120682005
582,4792080.233146482
583,5197593.742997758
584,3122630.86533008
585,4848997.839898123
586,3591294.5119302687
587,3404540.267335548
588,5059611.991739144
589,4586553.140162825
590,5164074.185733155
591,3607115.500536361
592,4962434.382078066
593,3896046.9368543318
594,3766401.524448136
595,5235701.810712779
596,5440110.228111795
597,3962961.2832145435
598,3017735.0646673515
599,4961517.223422759
600,5429348.4868065445
601,4386975.644734253
602,6252989.929361592
603,4079398.9133711713
604,5667934.384672501
605,4135693.2438519946
606,3249528.15009783
607,5798918.339164469
608,4178777.0110008307
609,5297107.861441973
610,5472152.76766922
611,2778305.283078394
612,5931283.021883574
613,5318125.296909038
614,4810435.461623535
615,4831176.792607335
616,5551996.393364852
617,5720271.6991194775
618,6305942.783818618
619,3094719.7687490648
620,4113211.5167855006
621,6458312.441623359
622,4171220.726638894
623,3270902.391917758
624,4415725.756843546
625,4915065.986117885
626,3913643.461931467
627,5014882.105176586
628,3482133.835600187
629,5572660.71095212
630,7349611.737973105
631,6037941.844739883
632,6155298.347574875
633,5284901.37722124
634,3602819.7513325484
635,5081025.969870828
636,4978308.711778122
637,4320720.250703607
638,4113834.9374975762
639,4929114.182645464
640,3698733.8384701414
641,4970216.80102237
642,3418189.846977143
643,3839146.8144018417
644,5058570.186730812
645,4194239.7636478622
646,5513012.996508102
647,4569845.501690232
648,3512306.909544115
649,3792479.9942878815
650,3259892.957663773
651,3936601.8314636024
652,5730565.1661320925
653,4059852.122305769
654,4641284.67641547
655,5935548.802253522
656,3723647.831612453
657,4584854.397810528
658,5365682.555456229
659,3872251.5843793433
660,6316107.74983927
661,7173047.01404036
662,5684270.841484804
663,5310975.0052240705
664,4562898.797364068
665,3647971.696344695
666,4548045.975719474
667,3354347.5921554808
668,4748356.231209311
669,4158853.0900642755
670,6948939.345440143
671,5940591.412705674
672,3990197.5639089905
673,4500152.04443983
674,6141638.7148946775
675,5129565.9430034375
676,5817837.492035728
677,3480608.1323500057
678,5382371.375030244
679,4528623.742314977
680,4335709.313183988
681,5442888.4008135665
682,3449954.497358731
683,3404790.130414728
684,4126976.2845594026
685,4717875.58039956
686,3572219.887202804
687,3620513.069440593
688,4560983.396438178
689,2350140.609341023
690,3309071.586565319
691,4182302.5622508777
692,5119051.255470795
693,4202446.728514662
694,4243729.210266947
695,2882186.798035952
696,4108683.206151004
697,4146052.299788525
698,5250428.7302960325
699,3525693.8636935665
700,6090822.925898849
701,4583342.357203025
702,5126847.713856201
703,5260241.628689811
704,4676592.751042607
705,5340621.708844747
706,5726795.548740915
707,5743629.106181058
708,5027686.346978619
709,3897012.0262483284
710,4345409.425148299
711,7699770.762658527
712,5050937.096528732
713,3994062.3596982104
714,4637544.492609221
715,4273539.991599365
716,4501351.005627875
717,4152222.016441711
718,4952269.466094544
719,5066992.347425647
720,4653391.11280102
721,6597291.285835738
722,4335384.2193220835
723,4552144.660677237
724,6111408.9309288245
725,6280018.25142248
726,3393616.472048385
727,3950664.995109327
728,4085383.449182649
729,4799355.485601532
730,3075456.8955198857
731,3538152.047270172
732,3353565.531417413
733,5310876.356586108
734,4146247.335571453
735,4361616.782665458
736,5219679.944078064
737,4342400.024577755
738,4880017.8078226885
739,3565192.8845308363
740,3408281.2378973668
741,4363925.701107922
742,4188724.8487266134
743,3638210.8545146435
744,4855353.603694286
745,5402749.257021883
746,3860125.1781712775
747,4972131.389692024
748,5677199.876630236
749,4826366.479594568
750,6039743.773834634
751,3993135.806567619
752,3882065.4111730633
753,3766552.331066455
754,4417551.075077926
755,2607449.0723206326
756,3614395.028992546
757,4808880.054949252
758,4633727.9131958075
759,5886991.969471755
760,5517826.91564983
761,3095799.0629467545
762,5303402.5814361805
763,3740152.861027589
764,4849910.064939351
765,5729551.548476449
766,4818435.80067618
767,3672203.3719114647
768,4341874.053574528
769,4028457.2560789143
770,2887331.8384458236
771,3640543.317327681
772,5646354.526522668
773,3462964.046866209
774,4433094.919284856
775,3516073.4868643214
776,3544637.43660124
777,4380227.424634001
778,3228093.0972528444
779,3373105.694579744
780,4877499.258331761
781,4191806.5519588897
782,5199705.026202636
783,4572325.039405647
784,5611895.067484997
785,3367512.2817248562
786,5841070.438593539
787,3236245.962145301
788,5931836.639045111
789,5624167.308789103
790,4161624.419509551
791,5643639.706225745
792,4434854.186653617
793,3404518.777375728
794,2539856.3781266063
795,5518570.8730825195
796,4337585.245461344
797,5719522.917923735
798,5587631.153599441
799,5427604.0591086
800,4212887.505412455
801,5373218.807376455
802,2938275.317347074
803,5261954.109991873
804,4360836.927580867
805,3566680.697206268
806,5490004.757791093
807,4458931.321301245
808,5754537.075532861
809,3612169.0555312764
810,4492153.063882882
811,4365430.277646355
812,4022505.1250417666
813,4629998.115171365
814,3151002.8350234083
815,4786740.583377786
816,2959580.803650223
817,3934070.320185466
818,4488276.297199257
819,2144374.9080906785
820,3489584.696328163
821,3787730.485778985
822,3768064.7144026966
823,4154826.639447501
824,4751026.439045263
825,5340941.330679136
826,5644875.869064792
827,3896217.0068584424
828,7095005.294601143
829,3584851.9634343996
830,3943927.191581232
831,6342445.578536542
832,5771135.32998666
833,4958726.930913567
834,4513375.352667745
835,3451005.5251018144
836,2028182.8875314896
837,6790973.361745282
838,4634385.840798392
839,3229693.104948801
840,2984013.0063330247
841,3244995.6792729567
842,3565349.8787254593
843,4198367.573731014
844,5318124.862759234
845,4053914.640237988
846,4953533.258584943
847,4357486.377961189
848,3948978.9812533827
849,2947002.862366322
850,4542333.086013654
851,4594984.502528727
852,6321590.051904649
853,4119084.057689826
854,5207343.04116845
855,3195825.9636231875
856,4966545.1930008475
857,2965849.446390622
858,2951239.6929511605
859,4976659.237001625
860,4434640.134557189
861,5867004.125301449
862,4467693.738605144
863,6120650.562250046
864,4499565.851085868
865,5129776.09833389
866,4411211.312470517
867,2858003.089040215
868,4447343.903892066
869,4572133.795055833
870,4533422.50722944
871,5350022.742861321
872,3420259.842213023
873,5402703.012765922
874,4264119.653262196
875,4353051.339955936
876,4682408.150359967
877,7226706.13392466
878,3947475.1763229207
879,5937347.59825765
880,4008584.517348691
881,4353257.629635986
882,5079708.837643342
883,5507186.614047551
884,5455447.330629493
885,5003660.640121861
886,3145100.479594726
887,5588243.900806937
888,4738112.633601836
889,3866421.232836664
890,5192127.079228054
891,6198912.5611451445
892,5743922.494258279
893,3426060.7809707755
894,5775119.756784609
895,5487288.582807682
896,4136031.3828069787
897,4033698.923998182
898,3406755.766216652
899,6191346.929499969
900,4166721.8778238147
901,6249550.53793802
902,3582674.6599305174
903,4831304.915250714
904,4403488.500841129
905,3917814.8303801157
906,3706642.639042552
907,5521393.236130387
908,4822379.470444135
909,4636184.740564844
910,4125496.900871582
911,5287121.928228677
912,4233053.83218025
913,4101423.8338298774
914,4679628.875383441
915,3702784.0476908498
916,3725641.9175109295
917,5776465.5092859855
918,5395495.736043276
919,4125386.743494805
920,4762689.386308358
921,3643599.0321834087
922,4028555.262064735
923,3508286.5053430353
924,5873244.723892147
925,6189673.212913236
926,6421803.006929609
927,5637617.856595386
928,5526422.302745774
929,4456124.2481153365
930,4477860.643967148
931,5261421.854631984
932,4864742.028286561
933,5616647.815554674
934,4072290.1548777763
935,3084484.7224458866
936,2778719.6138508604
937,4796200.9593705535
938,3740420.3490078584
939,5812959.224974992
940,5743303.920255341
941,3896712.7073994214
942,2444292.2427941114
943,5204253.287422335
944,3907166.2650065077
945,3155785.4995932435
946,5419114.574909211
947,4190325.906846172
948,4081701.1751203537
949,4819239.022263899
950,4914276.575430205
951,4282994.05581263
952,3150805.5310239755
953,3592545.873289339
954,5473198.10330575
955,3934528.3916970682
956,5178987.409727819
957,4888743.122156076
958,4205962.9807847785
959,2975570.4227020247
960,4809431.332220484
961,5545323.402864911
962,6253255.398827694
963,4098085.674379147
964,7483398.967009256
965,3324857.435931223
966,4335021.1256631855
967,4801635.717823338
968,4915669.885957458
969,4404463.911360308
970,3305719.050756763
971,4472882.467479913
972,2992942.170244499
973,3301582.1060445188
974,3567073.279428269
975,4070883.1583553394
976,3707517.7387963985
977,4306041.998317653
978,4685177.605506939
979,7034673.631770398
980,5846685.319707154
981,3678233.6781908483
982,3699588.1335240332
983,6347882.550583988
984,6673062.732046776
985,3300679.730106183
986,3704874.6796707828
987,4854846.454160777
988,5627717.140302927
989,4147110.3777938
990,6082583.144770268
991,2252055.6238139886
992,5107034.772793655
993,5518999.079879873
994,4345461.902330956
995,3912747.5738773663
996,5738800.191739433
997,5563877.442714216
998,3127944.4557192097
999,5103814.849405889
1000,4917501.96703458
1001,4416153.032356036
1002,4126580.29891301
1003,4526089.330520752
1004,3876731.9312945413
1005,6256085.1150483
1006,6030583.123004757
1007,3985172.383264158
1008,3814033.9058448435
1009,3813259.909519327
1010,4376168.884914806
1011,6174125.269784833
1012,3591909.5681696357
1013,3918858.103663933
1014,3666789.054774745
1015,4584660.127794166
1016,5395827.918955985
1017,3059553.0499384427
1018,4485670.404796363
1019,5006506.285880868
1020,5461199.547317211
1021,5046268.531458708
1022,4799909.458594228
1023,4490439.909751208
1024,4573100.289708032
1025,3420785.451854846
1026,3419457.047037242
1027,4364283.997318873
1028,5704611.110452536
1029,4052134.646075244
1030,5369723.8270632895
1031,3368461.2591927075
1032,3528537.8801848106
1033,5097330.109631856
1034,5026885.549657975
1035,3714950.539819676
1036,4890215.605760785
1037,4936310.000683176
1038,4183187.2876660093
1039,4843986.329151171
1040,3837306.6018155245
1041,4768458.544172648
1042,3414802.786631532
1043,2166160.8999798563
1044,5359407.386805237
1045,6068709.084081243
1046,4728232.6652835095
1047,4399634.778296402
1048,4115432.376197948
1049,3703808.162576232
1050,3925901.7065999648
1051,4259480.250824169
1052,4269204.565951765
1053,4555183.071704087
1054,5699667.91556835
1055,3136692.7582805916
1056,7498922.670224739
1057,4806815.428656303
1058,4564947.620032921
1059,5273649.694432863
1060,5435090.958072991
1061,3753689.760463804
1062,5538714.805595357
1063,4426499.575844273
1064,4108391.5061343787
1065,6409799.622910765
1066,6507731.69521035
1067,4028764.0603531045
1068,4784069.61137437
1069,2951408.299342411
1070,3523513.718249571
1071,3352952.8678340777
1072,4329776.345831804
1073,5095053.7267080825
1074,5150813.730331495
1075,4581169.741010619
1076,4399654.703347772
1077,3419526.718179405
1078,3252444.029135933
1079,4919134.848521356
1080,3131730.132013757
1081,4347278.262063903
1082,4062738.5575397997
1083,4723683.3256378425
1084,3273311.984831009
1085,3021658.51492133
1086,5026963.6625516415
1087,5896949.803481698
1088,5831028.754301132
1089,3978490.695737823
1090,5551220.263093433
1091,4730465.703254017
1092,2809209.789651372
1093,5489442.969037159
1094,5244344.153707517
1095,5312846.535915794
1096,3670681.88191148
1097,3590296.4659557645
1098,4962508.468191787
1099,2932040.7131970422
1100,5006134.840300697
1101,5602479.461466048
1102,4947228.339822095
1103,3340676.8768651146
1104,5608677.640091567
1105,4760968.68467454
1106,3275889.2654660936
1107,5126811.720811524
1108,4389737.936400227
1109,4767496.734303104
1110,5546004.609038569
1111,4070859.7726021498
1112,3739718.8224239093
1113,3934472.3393640267
1114,4844231.751465204
1115,5384432.876250834
1116,5160874.911070135
1117,4994134.285120274
1118,4005834.17021676
1119,4129780.2898554057
1120,4220564.857504564
1121,3638341.4072812186
1122,4833908.924501348
1123,3495060.3053477095
1124,3863896.4218997792
1125,4416599.452213277
1126,3996339.9818755602
1127,5035218.550398945
1128,4189153.6994160814
1129,4514640.762119602
1130,4274812.3312464515
1131,4185862.1569015984
1132,4464584.990302847
1133,3740596.280551629
1134,4464162.088985168
1135,2960152.7157186978
1136,5204602.3436277425
1137,3965693.2695788345
1138,5106061.146319965
1139,5485072.06530849
1140,5547000.679883993
1141,4571672.769523696
1142,5187949.49851455
1143,3058652.289662073
1144,5636640.876236952
1145,3897662.6095801536
1146,2578197.709455979
1147,6599723.753406725
1148,5052377.324541671
1149,5029740.427775778
1150,5055157.433623862
1151,3041640.7966640186
1152,4886654.032681182
1153,3636923.2563717538
1154,4816916.366876523
1155,3617447.536026336
1156,3029245.1497481423
1157,5332015.613228142
1158,4137985.203861271
1159,3888563.126292568
1160,3640504.286590283
1161,4248463.385505551
1162,4458216.961821474
1163,3942439.0965701067
1164,4871595.749861875
1165,5641992.562342902
1166,3627890.0587088796
1167,5194955.453951543
1168,5365007.528646881
1169,6444686.430019005
1170,4666300.659803245
1171,3602331.3297155183
1172,2671493.1881319266
1173,5194533.950392155
1174,4581593.8612652905
1175,3933175.5430937656
1176,4412759.4108657865
1177,5875945.325440461
1178,3113552.9806378298
1179,3824256.897968258
1180,5318515.3733979855
1181,3712376.434514012
1182,5187808.260686964
1183,3587529.360436175
1184,5061720.980781972
1185,3272870.294431088
1186,4379664.336860878
1187,4636124.70490891
1188,4165572.2209861325
1189,5304761.291052221
1190,4767999.933254917
1191,3913491.160835585
1192,5036627.68359578
1193,3464598.4724207735
1194,6517537.928380952
1195,3996807.86755646
1196,4161657.1249547107
1197,5531444.24087481
1198,3669822.0706056016
1199,5652121.873090155
1200,7348274.256841006
1201,4460230.233014428
1202,4283576.174277269
1203,3370283.155623117
1204,3853344.333698005
1205,4675921.139289544
1206,4259769.592241638
1207,4156556.68088405
1208,4966987.708077201
1209,3097738.918067402
1210,4291648.538046951
1211,5924263.188182684
1212,4873460.4972726945
1213,5342630.9781238055
1214,3795106.7568449564
1215,4841869.494377674
1216,3617459.4279692336
1217,4666962.739280594
1218,4793946.9588679
1219,5737643.720422537
1220,4674119.513329453
1221,4867572.741886567
1222,4912421.049445844
1223,4984388.637065583
1224,4536989.857395031
1225,4297766.792633471
1226,4771080.823145679
1227,6628301.671045711
1228,3692156.951522853
1229,6041247.177465742
1230,3944276.2419968257
1231,3619502.6540864245
1232,3301819.2761927126
1233,5611124.1603391655
1234,5694426.793964473
1235,3512678.836924336
1236,4194664.647060753
1237,3801061.37146242
1238,3935529.739801325
1239,5122067.713590772
1240,3178155.0165213435
1241,4360601.07503287
1242,6533093.561337659
1243,3766567.6766215875
1244,4401919.844954067
1245,4998534.116121609
1246,3716155.8678413476
1247,6007656.719068156
1248,4228198.35908788
1249,3260093.6790042613
1250,5182747.985126466
1251,2926243.6790899127
1252,2793841.4981050594
1253,5456099.360211247
1254,4968756.794947648
1255,3880531.092138791
1256,2806480.406814809
1257,4399290.235303608
1258,5586497.070292612
1259,3541303.711819338
1260,4634869.338242665
1261,4732417.431245177
1262,4664705.914760129
1263,2821513.1641632495
1264,4737138.556506684
1265,4472580.736014792
1266,3730503.903355667
1267,4679409.330794021
1268,5004545.5108046215
1269,6292787.779359766
1270,3242269.1834378694
1271,6392758.051572043
1272,5164924.109206308
1273,3556443.967177299
1274,3218808.4456492416
1275,5132374.797003729
1276,4218511.632138698
1277,4128035.8743905746
1278,4788115.370944477
1279,4497373.320812051
1280,5759735.414818087
1281,4370864.179522279
1282,4358484.887385338
1283,1983730.2152321208
1284,4544151.516977357
1285,4839921.064851034
1286,4480706.302956047
1287,2351087.4231335283
1288,4596501.4599833265
1289,3385725.1188776223
1290,3775950.150585826
1291,3666460.86361939
1292,7260507.534776184
1293,5164932.8550422015
1294,4476915.72765208
1295,3965522.7767079244
1296,5657219.969588402
1297,4670383.517044669
1298,4153102.2772858394
1299,4898813.45368978
1300,4117871.723162606
1301,3376016.9312305935
1302,4711438.814858378
1303,4395102.771988573
1304,4598393.779728421
1305,3851761.150305219
1306,5047743.1493058475
1307,3307664.3685796545
1308,6335011.822027459
1309,4887327.763888894
1310,4889492.105096607
1311,4029321.741859232
1312,3303941.891074935
1313,5020517.555935259
1314,5654881.423430032
1315,4662356.212152743
1316,5767747.558136994
1317,5606364.57510929
1318,6038267.988112935
1319,5853913.137052908
1320,5426535.557867985
1321,4556338.077866363
1322,5270334.98324574
1323,4134650.3607129185
1324,6433538.237218858
1325,3923015.9027203126
1326,5101135.97268987
1327,5975320.231888757
1328,4275174.190879259
1329,4062094.423745709
1330,4340830.146316118
1331,4420611.056878429
